,county_name,fips,min_lat,max_lat,min_lng,max_lng,population
2592,Ellis,48139,32.052087,32.549428000000006,-97.087453,-96.383082,184826
376,Santa Rosa,12113,30.318724,30.999546999999996,-87.313908,-86.785692,184313
1998,Cass,38017,46.629312,47.239978,-97.706179,-96.75325699999999,181923
1938,Iredell,37097,35.487699,36.058814,-81.10941600000001,-80.693198,181806
778,Vanderburgh,18163,37.82606,38.168419,-87.700762,-87.449411,181451
198,Imperial,6025,32.618592,33.433814,-116.106272,-114.46288999999999,181215
316,Kent,10001,38.829851,39.387555,-75.760074,-75.13846099999999,180786
1963,Pitt,37147,35.327988,35.83292,-77.700502,-77.084716,180742
1492,Boone,29019,38.643167,39.248795,-92.570245,-92.10437399999999,180463
310,Litchfield,9005,41.467415,42.050587,-73.51808,-72.88705999999999,180333
230,Shasta,6089,40.285375,41.184978,-123.06883799999999,-121.31997199999999,180080
2094,Medina,39103,40.988196,41.277254,-82.173373,-81.68495,179746
2938,Newport News,51700,36.930690999999996,37.220645000000005,-76.64609300000001,-76.36161,179225
666,Peoria,17143,40.513127000000004,40.975094,-89.989018,-89.447693,179179
3012,Kanawha,54039,37.967209000000004,38.626427,-81.91519699999999,-81.194113,178124
1883,Ulster,36111,41.58061,42.176992,-74.780693,-73.910675,177573
2803,Washington,49053,36.999922999999995,37.618486,-114.052998,-112.89936599999999,177556
976,Shawnee,20177,38.868867,39.216958,-96.03905999999999,-95.500236,176875
2087,Licking,39089,39.91326,40.276996000000004,-82.782495,-82.182823,176862
2687,Midland,48329,31.651276,32.086993,-102.28752800000001,-101.775802,176832
2648,Johnson,48251,32.133604999999996,32.555504,-97.617134,-97.086191,175817
322,Bay,12005,29.901033,30.567682,-85.999893,-85.38374300000001,174705
1291,Muskegon,26121,43.117297,43.473689,-87.147166,-85.790448,173566
870,Scott,19163,41.449632,41.776435,-90.89985300000001,-90.312667,172943
3118,Winnebago,55139,43.892977,44.244386,-88.886758,-88.403195,171907
651,McLean,17113,40.280919,40.757608000000005,-89.269397,-88.45920699999999,171517
2317,Aiken,45003,33.198147999999996,33.87723,-82.012534,-81.187238,170872
760,Porter,18127,41.219643,41.761368,-87.222932,-86.92935200000001,170389
728,Hendricks,18063,39.60075,39.924169,-86.695334,-86.325373,170311
2288,Monroe,42089,40.814746,41.252101,-75.649637,-74.966759,170271
3077,Kenosha,55059,42.49172,42.669906,-88.305891,-87.019863,169561
1890,Alamance,37001,35.843385,36.249851,-79.54249,-79.23666800000001,169509
2071,Greene,39057,39.550253999999995,39.850458,-84.114195,-83.64661,168937
496,Paulding,13223,33.774758,34.082609000000005,-85.05031,-84.723236,168667
1198,Carroll,24013,39.348463,39.720802,-77.311562,-76.78709599999999,168447
295,Pueblo,8101,37.734704,38.522434999999994,-105.050678,-104.053921,168424
1918,Davidson,37057,35.504335,36.026771999999994,-80.487413,-80.043194,167609
550,Maui,15009,20.45293,21.280347,-157.366549,-155.926785,167417
1051,Kenton,21117,38.790093,39.099977,-84.623752,-84.41744,166998
2616,Guadalupe,48187,29.36533,29.858208,-98.312058,-97.630985,166847
2590,Ector,48135,31.651085,32.08721,-102.799086,-102.287048,166223
578,Kootenai,16055,47.36592,47.991628000000006,-117.042657,-116.322779,165697
992,Wyandotte,20209,38.991401,39.202911,-94.908867,-94.588387,165429
40,Lee,1081,32.40984,32.74653,-85.696955,-85.00102,164542
2312,Kent,44003,41.596847,41.768333,-71.789703,-71.32566700000001,164292
2247,Beaver,42007,40.477286,40.855157,-80.519226,-80.14485,163929
2809,Chittenden,50007,44.161271,44.722865999999996,-73.361455,-72.803567,163774
3101,Rock,55105,42.491912,42.847576000000004,-89.369227,-88.776299,163354
1200,Charles,24017,38.171328,38.706227,-77.323009,-76.662514,163257
2333,Dorchester,45035,32.818132,33.334496,-80.79196800000001,-80.07902800000001,162809
2109,Portage,39133,40.987777,41.348271999999994,-81.393434,-81.001695,162466
311,Middlesex,9007,41.177774,41.646999,-72.752941,-72.305531,162436
2257,Centre,42027,40.691557,41.252752,-78.376993,-77.143804,162385
1653,Yellowstone,30111,45.460224,46.496126000000004,-108.925532,-107.462651,161300
1386,Stearns,27145,45.282298,45.77532,-95.13985600000001,-94.047327,161075
361,Martin,12085,26.956537,27.263831,-80.885639,-80.022754,161000
1224,Hampshire,25015,42.183378999999995,42.555933,-73.068618,-72.203363,160830
349,Indian River,12061,27.556737,27.861362,-80.881566,-80.263543,159923
1907,Catawba,37035,35.54781,35.828958,-81.534359,-80.923974,159551
2915,Alexandria,51510,38.785216,38.845011,-77.144359,-77.037288,159428
1304,St. Clair,26147,42.477778,43.170413,-82.996257,-82.334073,159128
1869,Rensselaer,36083,42.464231,42.95865,-73.786165,-73.264957,158714
1268,Jackson,26075,42.070337,42.424867,-84.718632,-84.130771,158510
2509,Sullivan,47163,36.392103999999996,36.616213,-82.702279,-81.82664100000001,158348
1368,Olmsted,27109,43.833694,44.195596,-92.689391,-92.078512,158293
737,Johnson,18081,39.341671999999996,39.638345,-86.251684,-85.950777,158167
462,Houston,13153,32.282583,32.692169,-83.856851,-83.48245899999999,157863
2065,Fairfield,39045,39.554445,39.941162,-82.84295300000001,-82.366051,157574
205,Madera,6039,36.763047,37.777986,-120.54553600000001,-119.02236299999998,157327
422,Columbia,13073,33.354634999999995,33.700644,-82.442846,-82.028238,156714
2568,Comal,48091,29.594472999999997,30.037994,-98.646244,-97.999271,156209
1874,Schenectady,36093,42.710826000000004,42.955868,-74.306665,-73.80936899999999,155299
1461,Rankin,28121,32.047038,32.593295,-90.254799,-89.72971899999999,155271
2271,Franklin,42055,39.71987,40.289885,-78.09940300000001,-77.454109,155027
283,Mesa,8077,38.499984999999995,39.366710999999995,-109.060253,-107.37747900000001,154210
1241,Berrien,26021,41.759487,42.243541,-87.207774,-86.222817,153401
1149,Ouachita,22073,32.258552,32.723003000000006,-92.415418,-91.90328000000001,153279
397,Bibb,13021,32.660643,32.952791999999995,-83.89205,-83.48943,153159
201,Kings,6031,35.788678000000004,36.488962,-120.315068,-119.474354,152940
2905,Stafford,51179,38.242225,38.592499,-77.635265,-77.286202,152882
1186,Penobscot,23019,44.644023,46.395782000000004,-69.35566700000001,-67.93975999999999,152148
1770,Merrimack,33013,43.008984000000005,43.611313,-72.090028,-71.235828,151391
840,Johnson,19103,41.423178,41.862091,-91.83418499999999,-91.365897,151140
1213,Washington,24043,39.318415,39.722877000000004,-78.363484,-77.46907,151049
314,Tolland,9013,41.58855,42.034141,-72.51833,-72.09922900000001,150721
1288,Monroe,26115,41.723546,42.09438,-83.773922,-83.11246,150500
1821,Santa Fe,35049,35.040015000000004,36.002356,-106.249219,-105.714475,150358
328,Citrus,12017,28.665671000000003,29.052659000000002,-82.848248,-82.169141,149657
1779,Cumberland,34011,39.056179,39.568643,-75.444751,-74.851855,149527
1383,Scott,27139,44.542978000000005,44.813007,-93.911401,-93.27794200000001,149013
424,Coweta,13077,33.191043,33.511758,-85.01535799999999,-84.497043,148509
1957,Orange,37135,35.860668,36.243866,-79.26459399999999,-78.95079,148476
749,Monroe,18105,38.990699,39.355702,-86.68575799999999,-86.31738,148431
2139,Canadian,40017,35.323762,35.726096999999996,-98.313476,-97.67121800000001,148306
1818,Sandoval,35043,35.197712,36.219799,-107.62651000000001,-106.244827,146748
434,Douglas,13097,33.573357,33.806264,-84.911059,-84.578132,146343
2522,Wilson,47189,35.954399,36.358063,-86.59500600000001,-86.014849,144657
1965,Randolph,37151,35.505660999999996,35.920663,-80.06684200000001,-79.541978,143667
1430,Jackson,28059,30.146096000000004,30.736047999999997,-88.884536,-88.384431,143617
98,Coconino,4005,34.258410999999995,37.003273,-113.354176,-110.750671,143476
2706,Parker,48367,32.555296999999996,33.003332,-98.066836,-97.544172,142878
1899,Brunswick,37019,33.752878,34.371814,-78.650728,-77.89701099999999,142820
1969,Rowan,37159,35.501961,35.863446,-80.771518,-80.182682,142088
675,Rock Island,17161,41.326781,41.782964,-91.07207,-90.159878,141879
2281,Lebanon,42075,40.195549,40.555157,-76.67804,-76.15121500000001,141793
2297,Schuylkill,42107,40.495434,40.949740000000006,-76.701624,-75.757807,141359
1144,Livingston,22063,30.175067,30.650022999999997,-90.991536,-90.40125400000001,140789
1792,Sussex,34037,40.899141,41.357423,-74.99201500000001,-74.365897,140488
1399,Wright,27171,44.977913,45.423665,-94.26151999999999,-93.51467,138377
2336,Florence,45041,33.775357,34.307584999999996,-80.072808,-79.31378000000001,138293
2743,Taylor,48441,32.081203,32.523001,-100.151924,-99.629564,138034
213,Napa,6055,38.154894,38.864245000000004,-122.64642099999999,-122.061379,137744
2713,Randall,48381,34.747417,35.183364000000005,-102.168848,-101.622941,137713
2904,Spotsylvania,51177,37.990928000000004,38.378107,-77.954819,-77.370301,136215
2613,Grayson,48181,33.397826,33.959579,-96.945126,-96.379452,136212
2651,Kaufman,48257,32.354709,32.841722999999995,-96.529987,-96.075537,136154
3114,Washington,55131,43.191751000000004,43.543532,-88.419338,-88.03998299999999,136034
1932,Harnett,37085,35.192181,35.583064,-79.223065,-78.52990600000001,135976
3084,Marathon,55073,44.681235,45.120608000000004,-90.316982,-89.22332800000001,135692
197,Humboldt,6023,40.001248,41.465846,-124.482003,-123.40603999999999,135558
1165,Tangipahoa,22105,30.224446999999998,31.000529999999998,-90.56752900000001,-90.243034,134758
2930,Hampton,51650,36.924772,37.121231,-76.45116999999999,-76.133748,134510
1243,Calhoun,26025,42.070366,42.422188,-85.299557,-84.709556,134159
2054,Clark,39023,39.768778000000005,40.04019,-84.053736,-83.50993299999999,134083
1000,Boone,21015,38.777293,39.147732,-84.897336,-84.598031,133581
2432,Blount,47009,35.460729,35.887125,-84.18831899999999,-83.66276500000001,133088
1106,Warren,21227,36.776187,37.190708,-86.674462,-86.113512,132896
379,Sumter,12119,28.305265000000002,28.96053,-82.311697,-81.95329100000001,132420
2765,Wichita,48485,33.834,34.212497,-98.953088,-98.42286700000001,132230
684,Tazewell,17179,40.319212,40.748257,-89.92468000000001,-89.26374,131803
795,Black Hawk,19013,42.297001,42.642373,-92.55465500000001,-92.06409599999999,131228
2129,Wood,39173,41.165751,41.618938,-83.883678,-83.41457700000001,130817
1772,Strafford,33017,43.080457,43.573012,-71.247215,-70.809519,130633
1967,Robeson,37155,34.299240000000005,34.953637,-79.461754,-78.805144,130625
2254,Cambria,42021,40.242579,40.726040000000005,-79.055983,-78.348389,130192
2229,Linn,41043,44.199846,44.793076,-123.26083600000001,-121.792774,129749
1152,Rapides,22079,30.88934,31.517594,-92.981464,-92.07239,129648
744,Madison,18095,39.943618,40.379799,-85.863578,-85.575541,129569
2517,Washington,47179,36.096205,36.447254,-82.702566,-82.299859,129375
2269,Fayette,42051,39.720678,40.143547,-80.010751,-79.29359000000001,129274
2982,Skagit,53057,48.295548,48.657833000000004,-122.76868300000001,-120.685392,129205
641,Kendall,17093,41.457034,41.724652,-88.60361999999999,-88.252098,128990
415,Clarke,13059,33.847977,34.040572,-83.537385,-83.24086,128331
2779,Cache,49005,41.369149,41.999537,-112.16599099999999,-111.401576,128289
176,Sebastian,5131,34.930929,35.451168,-94.447774,-94.028547,127827
1120,Bossier,22015,32.235749,33.019490999999995,-93.845224,-93.372781,127039
1834,Chautauqua,36013,41.998253999999996,42.686805,-79.76259,-79.059209,126903
2354,Pickens,45077,34.609045,35.0857,-82.94360400000001,-82.476455,126884
1115,Ascension,22005,30.062478000000002,30.34695,-91.106477,-90.632811,126604
133,Faulkner,5045,34.842218,35.368395,-92.59836700000001,-92.111463,126007
97,Cochise,4003,31.332502,32.427652,-110.460917,-109.04761200000002,125922
2315,Washington,44009,41.095834,41.654952,-71.907258,-71.380542,125577
1218,Berkshire,25003,42.039861,42.745940000000004,-73.508142,-72.948753,124944
1783,Hunterdon,34019,40.339427,40.787832,-75.19549599999999,-74.703689,124371
1819,San Juan,35045,36.00032,37.000032,-109.04618300000001,-107.420914,123958
2614,Gregg,48183,32.359947999999996,32.667572,-94.986963,-94.579219,123945
1985,Wayne,37191,35.146451,35.597770000000004,-78.304662,-77.799961,123131
173,Saline,5125,34.410911999999996,34.859128000000005,-93.075278,-92.244209,122437
1182,Kennebec,23011,44.107662,44.720271000000004,-70.13274100000001,-69.372419,122302
910,Douglas,20045,38.738271999999995,39.069783,-95.5019,-95.055848,122259
2250,Blair,42013,40.242107,40.743017,-78.62038299999999,-78.11652099999999,121829
1531,Jasper,29097,37.048127,37.364173,-94.618321,-94.052313,121328
2112,Richland,39139,40.549879,40.995638,-82.727164,-82.336895,121154
2146,Comanche,40031,34.405947999999995,34.855672999999996,-98.826295,-98.088978,120749
408,Carroll,13045,33.425506,33.812428999999995,-85.33823000000001,-84.808934,119992
51,Morgan,1103,34.304694,34.686037,-87.110199,-86.54975,119679
1629,Missoula,30063,46.63153,47.600538,-114.79723500000001,-113.302401,119600
2748,Tom Green,48451,31.086121999999996,31.705417999999998,-101.26794699999999,-100.111234,119200
2994,Berkeley,54003,39.264612,39.621003,-78.229005,-77.823498,119171
560,Bonneville,16019,43.019284000000006,43.627327,-112.520329,-111.04393700000001,119062
706,Clark,18019,38.26717,38.606741,-85.994681,-85.415559,118302
1233,Allegan,26005,42.415413,42.768937,-87.058716,-85.543013,118081
3079,La Crosse,55063,43.724895000000004,44.090584,-91.425188,-90.910054,118016
1934,Henderson,37089,35.144434000000004,35.500409999999995,-82.745209,-82.261234,117417
2710,Potter,48375,35.182753000000005,35.620197999999995,-102.16747099999999,-101.622714,117415
478,Lowndes,13185,30.623966999999997,31.031964000000002,-83.48476600000001,-83.019419,117406
1865,Oswego,36075,43.155561999999996,43.707018,-76.644712,-75.756213,117124
315,Windham,9015,41.634328000000004,42.028802,-72.253201,-71.787239,116782
2127,Wayne,39169,40.666664000000004,40.991807,-82.129334,-81.647564,115710
3107,Sheboygan,55117,43.541433000000005,43.895154999999995,-88.162274,-87.075335,115340
336,Flagler,12035,29.261133,29.671087,-81.52365999999999,-81.041923,115081
1613,Gallatin,30031,44.474072,46.193271,-111.80513400000001,-110.783956,114434
442,Fayette,13113,33.2565,33.550933,-84.62722,-84.38163,114421
714,Delaware,18035,40.076361999999996,40.379523999999996,-85.578919,-85.214386,114135
2412,Pennington,46103,43.685119,44.510926,-104.055487,-102.000776,113775
7,Calhoun,1015,33.55593,33.96846,-86.146225,-85.529432,113605
1210,St. Mary's,24037,37.888467999999996,38.513754999999996,-76.87440500000001,-76.201477,113510
2284,Lycoming,42081,41.068708,41.596919,-77.599474,-76.447597,113299
493,Newton,13217,33.367239,33.744203000000006,-84.055221,-83.674644,111744
2217,Douglas,41019,42.699249,43.945130999999996,-124.290327,-121.973841,110980
1039,Hardin,21093,37.440308,38.005085,-86.277558,-85.67607199999999,110958
105,Navajo,4017,33.567175,37.004259999999995,-110.7509,-109.82671100000002,110924
2961,Cowlitz,53015,45.850536,46.38803,-123.21784099999999,-122.239934,110593
1167,Terrebonne,22109,28.985910999999998,29.778008000000003,-91.354272,-90.376573,110461
126,Craighead,5031,35.699914,35.99641,-91.036967,-90.28670699999999,110332
1253,Eaton,26045,42.421428000000006,42.770784,-85.075585,-84.600403,110268
742,LaPorte,18091,41.236798,41.761035,-86.933368,-86.486263,109888
640,Kankakee,17091,40.99456,41.298052,-88.251995,-87.526205,109862
1850,Jefferson,36045,43.668143,44.403263,-76.734725,-75.446124,109834
1862,Ontario,36069,42.576368,43.039926,-77.61171800000001,-76.963309,109777
2286,Mercer,42085,41.069804,41.492269,-80.519345,-79.999204,109424
2821,Albemarle,51003,37.722657,38.277923,-78.83921099999999,-78.20809200000001,109330
644,LaSalle,17099,40.925748999999996,41.631389,-89.1672,-88.58624,108669
82,Matanuska-Susitna,2170,61.07796,63.482913,-153.005115,-146.42522,108317
1177,Androscoggin,23001,43.90671,44.487217,-70.485288,-69.993792,108277
2433,Bradley,47011,34.987569,35.357871,-85.026737,-84.69703299999999,108110
2861,Hanover,51085,37.536398,38.008283,-77.79692,-77.10795999999999,107766
1872,St. Lawrence,36089,44.0504,45.015865000000005,-75.860046,-74.525683,107740
394,Bartow,13015,34.075296,34.413061,-85.047074,-84.644293,107738
2243,Yamhill,41071,45.074698,45.434208,-123.784819,-122.849723,107100
780,Vigo,18167,39.258969,39.608259000000004,-87.621176,-87.199012,107038
2097,Miami,39109,39.879807,40.200004,-84.436332,-84.02291899999999,106987
2358,Sumter,45085,33.643910999999996,34.168696000000004,-80.646714,-79.893377,106721
1445,Madison,28089,32.399411,32.885553,-90.451494,-89.729901,106272
346,Highlands,12055,27.032288,27.646646999999998,-81.564013,-80.941808,106221
34,Houston,1069,30.997064,31.314973,-85.712436,-84.99942800000001,105882
1501,Cass,29037,38.445268,38.847207,-94.612882,-94.064317,105780
3023,Monongalia,54061,39.435588,39.72143,-80.42224,-79.763769,105612
1794,Warren,34041,40.591776,41.09452,-75.203921,-74.767874,105267
1323,Carver,27019,44.634563,44.978712,-94.012497,-93.520431,105089
2721,Rockwall,48397,32.813229,32.982308,-96.51897,-96.297122,104915
613,DeKalb,17037,41.628319,42.153596,-88.94229200000001,-88.588308,104897
3065,Eau Claire,55035,44.595773,44.857481,-91.650491,-90.921364,104646
541,Whitfield,13313,34.615719,34.988243,-85.168851,-84.810477,104628
1565,Platte,29165,39.153707,39.533347,-95.10288800000001,-94.600347,104418
652,Macon,17115,39.652678,40.055344,-89.217874,-88.74505699999999,104009
1518,Franklin,29071,38.203979,38.708465000000004,-91.369228,-90.732228,103967
3112,Walworth,55127,42.491912,42.842996,-88.77887700000001,-88.304692,103868
1612,Flathead,30029,47.596361,49.00139,-115.02095200000001,-112.878527,103806
1214,Wicomico,24045,38.215959999999995,38.560907,-75.948454,-75.307011,103609
3067,Fond du Lac,55039,43.542843,43.9382,-88.886052,-88.159892,103403
1239,Bay,26017,43.478623,43.997060999999995,-84.168127,-83.69881600000001,103126
885,Woodbury,19193,42.211261,42.562096000000004,-96.498997,-95.669141,103107
2244,Adams,42001,39.719815999999994,40.069945000000004,-77.471085,-76.954932,103009
1199,Cecil,24015,39.360797,39.722207,-76.23327900000001,-75.766594,102855
2044,Allen,39003,40.643069,40.920429,-84.39738,-83.879828,102351
27,Etowah,1055,33.841598,34.200756,-86.370152,-85.737137,102268
